av1_mv_mean,av1_mv_std,av1_mv_max,av1_mv_sparsity,av1_block_area_mean,av1_block_area_std,av1_fine_partition_frac,clip_path,true_label,car_predicted_label,car_correct,car_confidence,needs_sar
0.3282799262525296,1.0530098836439918,13.341664064126334,0.9097222222222222,637.8294573643411,886.7469345613601,0.1585917312661498,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi,0,0,1,1.0,0
0.6980379256853253,2.1946659685754923,31.378734837465963,0.8517441860465116,860.031007751938,1050.5965226013673,0.1589147286821705,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi,0,0,1,1.0,0
0.6480468248468941,3.6558300219691104,275.5358415887124,0.8361595607235142,1083.5968992248063,1518.0999830182454,0.2025193798449612,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,0,0,1,1.0,0
0.5401100326750409,1.629055561320903,20.40833163195855,0.8489179586563308,687.3178294573644,815.5581907812142,0.1747416020671834,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi,0,0,1,0.9999269247055054,0
0.5009074367044642,1.2188189118314556,17.88854381999832,0.8345445736434108,1329.6744186046512,1581.9324614538405,0.1430878552971576,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi,0,0,1,1.0,0
0.6724507254894243,1.904355776358908,24.04163056034261,0.8372093023255814,1121.550387596899,1462.6998344160106,0.1585917312661498,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi,0,0,1,0.9999998807907104,0
2.2110651494880598,3.3650078486246158,31.78049716414141,0.4833656330749354,462.5736434108527,720.3940004570259,0.2018733850129199,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi,0,0,1,1.0,0
0.3207666037271134,0.6321676900728187,7.400380057807842,0.8893733850129198,602.7906976744187,888.6859009859114,0.1847545219638243,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi,0,0,1,1.0,0
0.5697877778798794,1.4117829050055988,13.795945962492024,0.8591731266149871,406.015503875969,441.2374773152626,0.2225452196382429,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi,0,0,1,1.0,0
0.3458805492634885,1.0549070552983282,13.152946437965904,0.8972060723514211,369.05426356589146,356.9974770300948,0.2897286821705426,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi,0,1,0,0.986753523349762,1
3.475502205365406,6.537008472947975,298.9916386790774,0.4383882428940568,547.1007751937984,883.724498836804,0.1763565891472868,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi,0,0,1,1.0,0
0.9590500183617104,2.359694867099817,224.89108474992955,0.666828165374677,513.0542635658915,762.1605388485723,0.1237080103359173,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi,0,0,1,1.0,0
1.2876518878502332,2.550282012497326,72.8118293960535,0.6780523255813954,519.8139534883721,769.7412206592838,0.1776485788113695,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi,0,0,1,1.0,0
1.150217590931027,2.1288323021081905,22.501736044136685,0.6987241602067183,444.6511627906977,670.7856859326504,0.1944444444444444,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi,0,0,1,1.0,0
1.5437697543042967,3.342769547657687,43.0,0.6298449612403101,474.5426356589147,767.6032466751503,0.2299741602067183,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi,0,0,1,1.0,0
