av1_mv_mean,av1_mv_std,av1_mv_max,av1_mv_sparsity,av1_block_area_mean,av1_block_area_std,av1_fine_partition_frac,av1_total_frames,av1_usable_frames,clip_path
2.9694261785099174,5.72093616826042,56.92099788303083,0.6126453488372093,177.30232558139534,190.657556755771,0.5587209302325581,166,163,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi
1.155541547300674,2.858945137769509,31.378734837465963,0.752906976744186,396.53953488372093,686.3495123391258,0.29127906976744183,125,123,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi
0.7332052342438377,4.71815879949978,275.5358415887124,0.8619186046511628,294.846511627907,305.7450673498454,0.35348837209302325,261,258,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi
0.550175700462323,1.922575964965404,20.40833163195855,0.858139534883721,947.4232558139535,1356.8586025692375,0.1755813953488372,237,234,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi
0.6088734435760125,1.4752096511622703,17.88854381999832,0.8222383720930233,918.0651162790698,1368.1607329216504,0.24941860465116278,298,295,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi
0.9439631423753545,2.1326654218793606,24.041630560342615,0.7385174418604651,256.5581395348837,272.90626232306084,0.40174418604651163,124,122,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi
1.5955503388385888,3.7012654359981565,31.78049716414141,0.7273255813953489,328.6697674418605,319.49145312649,0.2796511627906977,172,169,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi
0.517279250196077,1.0306509592002062,8.567744744096897,0.8370639534883721,323.2,298.8576576480578,0.22906976744186047,148,146,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi
1.0091833385435673,2.2481084845045642,20.75338827758012,0.8053779069767442,296.29767441860463,273.22988829016634,0.24593023255813953,218,215,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi
0.2414524990870403,1.0150559095689762,13.152946437965905,0.9520348837209303,301.09767441860464,332.58942458146333,0.4232558139534884,172,169,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi
2.566218565656269,6.5138312368599705,298.9916386790774,0.5517441860465117,328.11162790697676,320.4550058822991,0.28488372093023256,211,208,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi
1.4147575883133234,3.3306481430485007,224.89108474992955,0.6603197674418605,341.1720930232558,307.03703763066534,0.19593023255813954,136,134,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi
1.4815243225618144,2.729729370605256,25.495097567963924,0.721656976744186,401.33953488372094,484.49798623890183,0.1872093023255814,117,115,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi
1.1738801444072968,2.0122853623869474,20.152543263816604,0.7155523255813954,353.2279069767442,469.57070860946106,0.24709302325581395,110,108,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi
1.6435315198667444,4.1090408886679635,43.0,0.6601744186046512,328.2232558139535,319.0557382501213,0.2796511627906977,148,146,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi
2.2279359344274994,5.443378910641737,105.60303025955268,0.5459302325581395,438.4,601.0140639920825,0.18953488372093022,154,152,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi
1.1340447941250287,2.3819613399415327,41.88227548737055,0.7068313953488372,440.4093023255814,498.64394708045774,0.1697674418604651,128,126,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi
1.138373382638277,1.6403456796289713,12.502499750049987,0.6558139534883721,408.8186046511628,505.4755068506881,0.28081395348837207,134,132,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi
0.15662798722821542,0.623194933444044,15.500504024063218,0.9475290697674419,418.5302325581395,370.1158558619329,0.20930232558139536,116,114,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi
1.0162776244988516,2.1577975178127855,34.12934953965575,0.6781976744186047,314.9395348837209,307.43419953161384,0.28604651162790695,183,180,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi
0.5420615960048841,1.856877924129423,49.5,0.8549418604651163,414.4,505.66528869010426,0.2680232558139535,108,106,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi
1.9886636929277244,5.417930574748752,76.32168761236873,0.6656976744186046,326.54883720930235,307.6384108023143,0.24651162790697675,250,247,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi
0.8772658685189444,4.446613009859205,72.069410986909,0.817296511627907,349.9906976744186,346.0032260999979,0.3058139534883721,160,158,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi
0.7238581342319204,1.4238795336037335,9.645270861930213,0.7872093023255814,724.6139534883721,917.4879327718944,0.23372093023255813,270,267,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi
1.2378659428408805,7.552265252003826,115.03504900681357,0.8479651162790698,639.7767441860465,790.9591154098073,0.2127906976744186,266,263,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi
0.7037354447338049,2.4483302129265163,61.032778078668514,0.8427325581395348,908.8,1146.6742008045255,0.17674418604651163,160,158,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi
0.5192849479410505,1.8964271629597664,56.142675390472796,0.873546511627907,816.4837209302326,1015.3540834857912,0.1994186046511628,188,185,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi
0.48293646166842774,1.4528598405516242,19.0,0.8718023255813954,777.1906976744186,907.3979747413092,0.19709302325581396,229,226,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi
0.6999057597207057,2.272835753757031,57.4543296888929,0.8382267441860465,756.8744186046512,913.4109332970143,0.22848837209302325,117,115,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi
0.8784377184852502,2.642653225470808,30.675723300355934,0.864389534883721,1001.1162790697674,1263.6208809074124,0.23546511627906977,237,234,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi
2.3579163362199718,7.537178670438157,249.79303933456592,0.6590116279069768,333.24651162790695,451.9330776496425,0.22325581395348837,141,139,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi
1.5938164300430067,3.952842410550253,89.02246907382428,0.7531976744186046,360.8186046511628,467.2931251047313,0.21220930232558138,141,139,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi
4.530488998040509,6.831080387772881,116.50321883965266,0.538953488372093,186.67906976744186,175.48244271567526,0.4819767441860465,247,244,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi
1.6600218874371175,4.06528951952516,94.92101980067429,0.7723837209302326,299.31162790697675,297.3180750841908,0.30930232558139537,102,100,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi
1.8030390764224353,3.6985191880125785,31.977531174247957,0.6329941860465116,268.72558139534885,265.88361511656313,0.3313953488372093,283,280,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi
1.4732070814716045,3.174741224651716,23.50531854708632,0.7021802325581395,316.5023255813953,287.8960547952762,0.21744186046511627,148,146,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi
1.0080240424445757,1.9779342102008262,54.70831746635972,0.6886627906976744,372.87441860465117,477.88936935821476,0.23081395348837208,169,166,ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi
0.7954101840019253,2.8406774484144113,37.33630940518894,0.8633720930232558,248.52093023255813,208.29752486347726,0.2668604651162791,160,158,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi
0.8306938497979327,1.9748665962822345,22.0,0.8196220930232558,512.2976744186046,915.1859004159608,0.26046511627906976,170,167,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi
1.5016015960170157,3.5705406462575833,32.0,0.7895348837209303,355.01395348837207,578.146255569087,0.2633720930232558,135,133,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi
1.1261331705065063,3.1811691789916425,43.35031718453742,0.7207848837209302,216.70697674418605,199.65911110940934,0.3883720930232558,144,142,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi
1.2661880631268363,4.294434109238565,46.54852978344214,0.7681686046511628,227.646511627907,216.97099940050632,0.37790697674418605,100,98,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi
1.6851547061118008,3.1741029137184933,21.15013297830536,0.6841569767441861,208.44651162790697,149.33310875874844,0.3313953488372093,164,161,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi
1.3084712739268245,2.4461902592235014,29.577229417239202,0.7094476744186047,221.73023255813953,189.3135255243469,0.3436046511627907,116,114,ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi
0.7757226341260975,1.9356385088790808,16.724327340733318,0.8386627906976745,466.9767441860465,388.2517457318361,0.18023255813953487,150,148,ApplyLipstick/v_ApplyLipstick_g01_c01.avi
2.0320813913084126,4.223137119970057,45.0,0.6440406976744186,252.87441860465117,255.57125806757566,0.3674418604651163,162,160,ApplyLipstick/v_ApplyLipstick_g01_c02.avi
0.9232987213943858,2.273627743429778,17.5,0.7677325581395349,437.0604651162791,380.8733062499092,0.21046511627906977,311,308,ApplyLipstick/v_ApplyLipstick_g01_c03.avi
1.278207747274007,3.4496480506797655,23.443082668454675,0.7629360465116279,615.8883720930232,715.0021802566538,0.19069767441860466,371,367,ApplyLipstick/v_ApplyLipstick_g01_c04.avi
0.36917387796451984,0.8806736637618694,11.205467415507485,0.8765988372093023,466.9767441860465,509.9465310946298,0.17790697674418604,215,212,ApplyLipstick/v_ApplyLipstick_g01_c05.avi
0.35677193539646423,0.8628232014477152,14.489759314771243,0.8962209302325581,471.4418604651163,365.83140749916174,0.08023255813953488,129,127,ApplyLipstick/v_ApplyLipstick_g02_c01.avi
0.3330510233675422,0.7783381660419548,9.5,0.9081395348837209,721.2651162790697,690.9002414725638,0.03953488372093023,120,118,ApplyLipstick/v_ApplyLipstick_g02_c02.avi
0.5573895516480314,1.33531102456907,16.492422502470642,0.8343023255813954,457.71162790697673,373.6636599871927,0.1377906976744186,100,98,ApplyLipstick/v_ApplyLipstick_g02_c03.avi
0.4604172070294885,1.143543875112964,16.05167436749201,0.8527616279069767,553.1534883720931,613.7943066369419,0.0941860465116279,187,184,ApplyLipstick/v_ApplyLipstick_g02_c04.avi
0.520424321153684,1.3985951882212668,24.166091947189145,0.8574127906976744,308.2418604651163,563.6757909627386,0.3302325581395349,182,179,ApplyLipstick/v_ApplyLipstick_g03_c01.avi
0.5965371323406103,2.6215401668754126,101.41498903022176,0.8911337209302326,361.04186046511626,669.6706813826595,0.2691860465116279,110,108,ApplyLipstick/v_ApplyLipstick_g03_c02.avi
0.4480364060994044,2.417940423110274,62.625873247404705,0.9159883720930233,233.78604651162792,208.89274156781696,0.3319767441860465,156,154,ApplyLipstick/v_ApplyLipstick_g03_c03.avi
0.7376066335705569,2.7250815655942815,63.0317380372777,0.8174418604651162,241.71162790697673,233.25093903876615,0.3558139534883721,144,142,ApplyLipstick/v_ApplyLipstick_g03_c04.avi
1.066492947537391,1.9740900138973618,14.248903466582965,0.7703488372093024,289.48837209302326,294.53695405950714,0.3372093023255814,100,98,ApplyLipstick/v_ApplyLipstick_g04_c01.avi
