av1_mv_mean,av1_mv_std,av1_mv_max,av1_mv_sparsity,av1_block_area_mean,av1_block_area_std,av1_fine_partition_frac,clip_path
0.3282799262525296,1.0530098836439918,13.341664064126334,0.9097222222222222,637.8294573643411,886.7469345613601,0.15859173126614987,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi
0.6980379256853253,2.1946659685754923,31.378734837465963,0.8517441860465116,860.031007751938,1050.5965226013673,0.15891472868217055,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi
0.6480468248468941,3.6558300219691104,275.5358415887124,0.8361595607235142,1083.5968992248063,1518.0999830182454,0.20251937984496124,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi
0.5401100326750409,1.629055561320903,20.40833163195855,0.8489179586563308,687.3178294573644,815.5581907812142,0.17474160206718345,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi
0.5009074367044642,1.2188189118314556,17.88854381999832,0.8345445736434108,1329.6744186046512,1581.9324614538405,0.14308785529715762,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi
0.6724507254894243,1.9043557763589076,24.041630560342615,0.8372093023255814,1121.5503875968993,1462.6998344160106,0.15859173126614987,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi
2.2110651494880593,3.3650078486246153,31.78049716414141,0.4833656330749354,462.5736434108527,720.3940004570259,0.2018733850129199,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi
0.3207666037271134,0.6321676900728187,7.400380057807842,0.8893733850129198,602.7906976744187,888.6859009859114,0.1847545219638243,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi
0.5697877778798794,1.4117829050055988,13.795945962492025,0.8591731266149871,406.015503875969,441.2374773152626,0.2225452196382429,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi
0.3458805492634885,1.0549070552983282,13.152946437965905,0.8972060723514211,369.05426356589146,356.99747703009473,0.28972868217054265,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi
3.475502205365406,6.537008472947975,298.9916386790774,0.43838824289405687,547.1007751937984,883.724498836804,0.17635658914728683,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi
0.9590500183617103,2.359694867099817,224.89108474992955,0.666828165374677,513.0542635658915,762.1605388485723,0.12370801033591731,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi
1.2876518878502332,2.550282012497326,72.8118293960535,0.6780523255813954,519.8139534883721,769.7412206592838,0.1776485788113695,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi
1.150217590931027,2.1288323021081905,22.501736044136685,0.6987241602067183,444.6511627906977,670.7856859326504,0.19444444444444445,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi
1.5437697543042967,3.342769547657687,43.0,0.6298449612403101,474.5426356589147,767.6032466751503,0.22997416020671835,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi
3.7923929366805407,11.269637334175318,229.7520402520944,0.4206233850129199,612.031007751938,924.3186129594739,0.20122739018087854,ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi
1.756610814486331,3.282051215894112,41.88227548737055,0.626453488372093,382.69767441860466,434.9577651180079,0.2548449612403101,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi
1.2686579733642915,2.0811242023216003,21.521065261738322,0.6487403100775194,526.9457364341085,775.7866756059384,0.21931524547803619,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi
0.16276126501642044,0.533936066670096,9.944376551599401,0.9517118863049095,769.1782945736434,801.0229743399045,0.12564599483204134,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi
1.017682900472092,2.262159201002953,34.12934953965575,0.7089793281653747,586.2945736434109,856.6492901121347,0.2202842377260982,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi
0.8197581594647974,2.065040266727974,49.5,0.7895671834625323,497.48837209302326,643.0468308054848,0.23062015503875968,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi
1.055529352498606,2.0553399143295867,16.050700919274522,0.7221414728682171,511.1937984496124,736.8214795150308,0.250968992248062,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi
1.7440024915678967,5.5913197370155805,89.0,0.752906976744186,390.4496124031008,563.1416438401457,0.2661498708010336,ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi
0.5359054334606069,1.173601186700519,12.24808658525894,0.8302648578811369,848.4341085271318,1025.7793697602597,0.18313953488372092,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi
1.7592245694509365,6.527697748331208,115.03504900681357,0.7516149870801033,754.6666666666666,919.4197473595101,0.21931524547803619,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi
0.6615869191374739,1.9781555528501273,61.032778078668514,0.787467700258398,1000.2480620155038,1178.5853300994806,0.16375968992248063,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi
0.8995009994219213,2.0779223988696893,56.142675390472796,0.7525839793281653,927.8139534883721,1176.7774533398492,0.2167312661498708,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi
1.280816185102465,2.970476666734145,46.52855306153416,0.7088985788113695,1325.0232558139535,1486.3597093253297,0.17118863049095606,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi
2.077872104368978,4.267291131849811,57.4543296888929,0.5928617571059431,836.7131782945736,1030.43405615784,0.20930232558139536,ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi
