clip_path,mv_mean,mv_std,mv_max,mv_sparsity,residual_energy_mean,num_frames,true_label,car_predicted_label,car_correct,car_confidence
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi,1.4829753637313845,2.8668391704559326,29.068883895874023,0.6159558823529412,111.30314636230467,164,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi,0.3272969424724579,1.0642048120498655,14.0,0.8573965992647059,18.19847679138184,123,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,0.9222858548164368,1.7838929891586304,25.05992889404297,0.6249839154411765,69.48116302490234,259,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi,1.4509528875350952,3.003519296646118,39.96248245239258,0.6178147977941176,128.73397827148438,235,0,0,1,0.9999269247055054
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi,1.6349117755889893,2.5880661010742188,25.553865432739254,0.5191957720588235,131.6033172607422,296,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi,0.4640316665172577,1.2976385354995728,10.0,0.8216176470588236,16.11020278930664,122,0,0,1,0.9999998807907104
ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi,1.1249598264694214,3.4693639278411865,45.35416030883789,0.7246553308823529,54.8194580078125,170,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi,1.6038973331451416,4.261821746826172,49.01020431518555,0.6781158088235294,176.279052734375,146,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi,2.673846483230591,7.078935146331787,83.35466766357422,0.6073230698529412,188.38841247558597,216,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi,0.1911700218915939,0.7848860621452332,16.0,0.8898965992647059,20.59859275817871,170,0,1,0,0.986753523349762
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi,6.00104284286499,10.40939998626709,102.303466796875,0.2456548713235294,198.2716827392578,209,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi,2.56514310836792,4.001220226287842,32.4499626159668,0.3579572610294118,62.50473785400391,134,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi,4.062425136566162,6.0462260246276855,45.694637298583984,0.285,194.843017578125,115,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi,3.5553319454193115,6.373229026794434,62.12889862060547,0.3248138786764706,189.2747344970703,108,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi,4.287594318389893,6.012359619140625,40.80441284179688,0.3166544117647059,176.490234375,146,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi,4.764194965362549,7.695621013641357,97.08243560791016,0.4019784007352941,111.57462310791016,152,0,0,1,0.9999995231628418
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi,0.9676840305328368,2.227463960647583,32.0,0.6363074448529412,56.4248046875,126,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi,2.64143443107605,4.995126247406006,37.85498809814453,0.4365556066176471,190.4688262939453,132,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi,0.5926686525344849,1.3634248971939087,19.0,0.722421875,61.13639450073242,114,0,0,1,0.8254068493843079
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi,0.5976517200469971,1.4043458700180054,10.29563045501709,0.7559558823529412,13.461130142211914,181,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi,1.4602841138839722,2.8463587760925293,30.149627685546875,0.6364889705882353,120.7809066772461,106,0,0,1,0.9999998807907104
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi,4.729910850524902,12.031777381896973,115.01738739013672,0.5520886948529412,305.458984375,248,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi,1.4136515855789185,2.512268304824829,34.0,0.5791107536764706,81.36958312988281,158,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi,2.109797477722168,4.074980735778809,38.11823654174805,0.5847426470588235,121.5410614013672,268,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi,1.1128841638565063,2.3856985569000244,49.0,0.6670703125,44.37490463256836,264,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi,1.9034498929977417,3.463496446609497,32.0,0.5824655330882353,104.45088958740234,158,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi,1.1974449157714844,2.184577703475952,20.0,0.6352251838235294,50.01506805419922,186,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi,1.8118932247161863,4.138439178466797,47.0,0.6148046875,111.04703521728516,227,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi,1.9611696004867556,3.4737203121185303,34.01470184326172,0.5281158088235294,146.5484619140625,115,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi,1.946402192115784,4.042231559753418,42.52058410644531,0.5847196691176471,96.95103454589844,235,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi,4.249196529388428,7.449207782745361,62.361846923828125,0.2923736213235294,205.3201904296875,139,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi,2.8989436626434326,5.884683132171631,56.82429122924805,0.4433455882352941,183.4322967529297,139,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi,1.112035036087036,2.2411603927612305,29.27456283569336,0.53296875,32.40964126586914,245,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi,3.818488836288452,6.878164768218994,45.89117431640625,0.3141475183823529,183.62081909179688,100,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi,1.2737141847610474,2.192347764968872,24.0,0.5495863970588235,32.79795455932617,281,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi,2.484675645828247,3.814875841140747,43.104522705078125,0.3937270220588235,74.1369857788086,146,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi,1.3159613609313965,2.370790481567383,22.360679626464844,0.5092693014705882,59.7462043762207,167,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi,1.142974615097046,2.249794006347656,26.0,0.6273345588235294,108.06706237792967,158,0,0,1,0.9999884366989136
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi,0.7146661281585693,1.672106146812439,21.0,0.7293497242647059,59.81282424926758,168,0,0,1,0.999987006187439
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi,1.6151292324066162,3.469642162322998,37.161808013916016,0.6306364889705882,69.7071304321289,133,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi,1.4007763862609863,2.773699283599853,28.460498809814453,0.6243704044117647,73.01643371582031,142,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi,1.1955646276474,2.5492281913757324,23.76972770690918,0.6002573529411764,48.175254821777344,98,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi,0.9127987027168274,2.0397517681121826,20.615528106689453,0.7305583639705883,49.00203323364258,162,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi,3.443960189819336,6.944125652313232,55.4707145690918,0.5619761029411765,219.1290740966797,114,0,0,1,1.0
ApplyLipstick/v_ApplyLipstick_g01_c01.avi,1.2631882429122925,2.572822093963623,33.37664031982422,0.5406801470588235,85.51676177978516,148,1,1,1,0.9999998807907104
ApplyLipstick/v_ApplyLipstick_g01_c02.avi,0.6760954856872559,1.338752508163452,11.40175437927246,0.6777849264705882,47.659812927246094,160,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g01_c03.avi,1.1645666360855105,2.443242073059082,26.83281517028809,0.6218313419117647,51.76142120361328,309,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g01_c04.avi,0.5035179257392883,0.9674844741821288,17.11724281311035,0.7009719669117647,20.69248962402344,369,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g01_c05.avi,0.508470892906189,1.2690027952194214,17.029386520385742,0.7479664522058823,35.257301330566406,213,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g02_c01.avi,0.5278099775314331,1.211621642112732,16.124515533447266,0.7348897058823529,4.302689552307129,127,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g02_c02.avi,1.1908479928970337,1.940088987350464,22.0,0.535188419117647,24.208824157714844,118,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g02_c03.avi,1.6151237487792969,3.162580966949463,29.27456283569336,0.5451815257352941,22.12300109863281,98,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g02_c04.avi,0.4959138035774231,1.0200506448745728,8.5440034866333,0.7263235294117647,1.699556589126587,185,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g03_c01.avi,0.7062784433364868,2.029373407363892,31.14482307434082,0.7568887867647058,126.0344009399414,180,1,1,1,0.9999971389770508
ApplyLipstick/v_ApplyLipstick_g03_c02.avi,1.1063802242279053,3.1319236755371094,35.84689712524414,0.7339131433823529,157.1451416015625,108,1,1,1,0.9931851029396056
ApplyLipstick/v_ApplyLipstick_g03_c03.avi,0.4491780400276184,1.3435051441192627,17.8885440826416,0.796516544117647,64.23963928222656,154,1,1,1,0.9943874478340148
ApplyLipstick/v_ApplyLipstick_g03_c04.avi,0.5703284740447998,1.433942437171936,14.03566837310791,0.7692670036764706,58.66553497314453,142,1,19,0,0.8561533093452454
ApplyLipstick/v_ApplyLipstick_g04_c01.avi,1.517303705215454,3.8062784671783447,54.67174911499024,0.6001286764705882,86.11598205566406,98,1,1,1,0.981775403022766
ApplyLipstick/v_ApplyLipstick_g04_c02.avi,1.0250707864761353,2.3568389415740967,25.0,0.6444025735294118,37.71379470825195,144,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g04_c03.avi,3.26198410987854,4.598762512207031,29.614185333251957,0.3829319852941176,108.79133605957033,150,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g04_c04.avi,1.237478733062744,2.393770217895508,25.179357528686523,0.5510753676470588,79.23078155517578,258,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g04_c05.avi,1.9748247861862185,5.301395416259766,56.00892639160156,0.5508432904411765,97.50122833251952,169,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g05_c01.avi,1.1589863300323486,2.0641391277313232,26.01922416687012,0.5807215073529411,156.05935668945312,177,1,1,1,1.0
