mv_mean,mv_std,mv_max,mv_sparsity,residual_energy_mean,num_frames,mv_concentration,res_concentration,mv_grid_0,mv_grid_1,mv_grid_2,mv_grid_3,mv_grid_4,mv_grid_5,mv_grid_6,mv_grid_7,mv_grid_8,res_grid_0,res_grid_1,res_grid_2,res_grid_3,res_grid_4,res_grid_5,res_grid_6,res_grid_7,res_grid_8,clip_path,true_label,car_predicted_label,car_correct,car_confidence,needs_sar,class_name,predicted_class_fail_rate_loo,predicted_class_name
1.317346215248108,2.641247510910034,25.70992088317871,0.5936029411764706,82.08477020263672,120,2.2723877108000043,3.36747338590238,1.1852605938911438,0.792151153087616,1.3517823219299316,1.9390379428863525,2.9959776900708674,0.8019678324460984,0.5589542478322983,1.886058227531612,0.3546454861760139,51.32320979833603,223.0196827173233,6.379419308900833,62.72958309352398,276.6686445876956,29.32868282198906,11.130023497343064,50.21403239518404,28.63877829015255,ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,0,0,1,1.0,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
1.742389440536499,3.7653346061706543,32.572994232177734,0.5749195772058824,86.08161163330078,117,3.4417393237272886,5.075970499647634,0.8050901055335998,0.7815568692982197,1.2393752813339234,1.857071679830551,6.014197206497192,0.7910354465246201,0.6433330476284027,3.18207022100687,0.413127638399601,4.6362368047237394,122.93541276156904,0.5623585194349289,83.02114583849907,438.6372383356094,2.8220024406909943,6.007609069347382,109.60786769390106,9.500239381194117,ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,0,0,1,0.9999698400497437,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
1.0481239557266235,1.9067634344100952,13.416407585144045,0.6078331801470588,57.43605422973633,146,2.627927125629885,4.3778023468762,0.7338324189186096,0.4854969918727875,1.2623802185058597,1.2864594459533691,2.758404874801636,0.6289684176445007,0.4572905361652374,1.4061358213424682,0.4278762727975845,0.875404566526413,120.26158621534704,0.8560197591781616,55.72675936818123,252.1568115234375,13.596467435359957,17.59943586587906,38.76671198159456,18.55132996737957,ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,0,0,1,0.9999781847000122,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
0.6755355000495911,1.3857909440994265,20.02498435974121,0.6842026654411765,41.42046356201172,224,1.8034858156160647,5.227169242337233,0.969749504327774,0.3319957301020622,0.6049164593219757,1.0828377783298493,1.2175621926784514,0.4249748185276985,0.5576318264007568,0.5639248684048652,0.3224421352148056,7.87088939845562,44.66004837602377,7.19278318285942,37.49625269770623,217.353337097168,37.042858296632765,1.3538355886936189,13.23509964644909,8.028041064739227,ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,0,0,1,0.9999985694885254,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
1.7469602823257446,3.519850492477417,38.05259704589844,0.6008363970588235,86.0368881225586,276,2.019131214269246,2.1374223367858605,2.729013907909393,1.7115081191062926,0.949729973077774,2.518022114038468,3.5257216155529023,1.3900713808834553,0.6008659347891807,1.5702786032110452,0.7201990902423858,161.96012665629388,125.12819841951132,28.57369197905064,183.5381817877293,143.6969726830721,33.25093947649002,6.026969146728516,58.89311043024063,31.752224190533163,ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,0,0,1,0.999992847442627,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
2.2027337551116943,5.49122428894043,44.72135925292969,0.6981410845588235,173.3197021484375,176,4.021530446807161,3.190356431050433,0.4564703688025474,0.6518637031316757,0.4723020315170288,0.4523046046495437,1.3684132650494576,8.906292819976807,0.2828853845596313,0.9225358851253986,6.41879624761641,24.44973985850811,42.840991628170016,101.71986334361137,142.61737461984157,233.3078523345292,554.7412963867188,250.71638835594047,129.45385530889035,85.07861012592912,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,0,0,1,1.0,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
0.5958734750747681,1.5784733295440674,16.6433162689209,0.7975229779411764,62.61476516723633,258,2.300098094597234,4.144514855186742,0.3957249075174331,0.34150350689888,0.1397871315479278,0.8233136221766472,0.7240236043930054,0.5869780331850052,1.3714969288557768,0.4036110237240791,0.5800504744052887,0.5869645059108735,5.511676186323166,16.182677786052228,102.5174154639244,260.44425489604475,48.10245884805918,75.78548981845378,43.89686006233096,12.538580806553364,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,0,1,0,0.8587242364883423,1,ApplyEyeMakeup,0.31707317073170727,ApplyLipstick
0.9719443917274476,2.101971387863159,21.0,0.6996829044117647,75.77915954589844,210,2.3160801054409257,4.987428289280448,0.5454894542694092,0.4826431900262832,0.4507511913776397,1.5279944896698,1.826199278235436,0.1720129702240228,2.25225445330143,1.1606948018074037,0.3339326038956642,1.2926832795143128,19.366439628601075,10.482787652313707,107.15072116553785,379.3712673172355,19.692548602819443,89.37806427925825,46.31654890030622,11.538503761589528,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,0,0,1,0.988291323184967,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
1.583934664726257,4.039019107818604,31.0,0.6929067095588235,96.02433776855467,191,2.16296166310049,4.723072400696896,0.6518311649560928,0.5622199207544327,0.3978753179311752,2.860523062944412,3.394547300040722,0.2426617175340652,3.430233459174633,2.263632273674012,0.4695358157157898,0.4212702244520187,28.39054608345032,6.283741560578346,154.42415325939655,455.2062577392906,10.805983704328536,109.70426308214664,93.13081695996225,9.046364763379096,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,0,0,1,0.9997596144676208,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
0.7132781147956848,1.4969826936721802,21.0,0.7130537683823529,47.27706909179688,194,1.905040471598,2.3939241661486927,1.126285481452942,0.4377425611019134,0.2784865006804466,0.3840127289295196,0.4725733041763306,1.3572284698486328,0.3314094632863998,0.6777422875165939,1.36011530905962,0.5036175668239593,16.70270865112543,28.628647885471583,0.570911568403244,90.56579584628344,113.80969467163088,0.4458961129188538,92.28603572398424,84.35623144470155,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,0,0,1,1.0,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
1.5519495010375977,4.289964199066162,35.12833786010742,0.7241130514705882,78.21257019042969,188,2.4812445903952107,3.3574513201095115,0.7262125730514526,0.3270220160484314,0.1356312572956085,0.3388392627239227,2.2721146939322354,2.4325889335013926,0.1824290812015533,3.8703534707427023,3.7533920258283615,0.645607203245163,7.21494829878211,30.81507915072143,0.9724389374256134,264.2255711581558,117.83968209326268,0.5105813063681126,189.4813742925413,96.57903309464454,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi,0,0,1,0.9998749494552612,0,ApplyEyeMakeup,0.37623762376237624,ApplyEyeMakeup
0.6366650462150574,1.8035095930099487,17.11724281311035,0.7479250919117647,48.797019958496094,261,2.109885349173342,3.645469360523748,0.6632707953453064,0.4485207796096802,0.2904301285743713,1.0290092468261718,0.5872185130603611,0.1165936730802059,1.3423585392534734,1.03596113845706,0.2126392498612404,0.4771589696407318,10.819654181599615,15.449784080684186,40.88995958864689,178.44571295920758,20.887169748544693,109.07755675911903,52.380903132259846,12.12206136584282,ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi,0,1,0,0.9978152513504028,1,ApplyEyeMakeup,0.31707317073170727,ApplyLipstick
