clip_path,true_label,car_predicted_label,car_correct,car_confidence
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi,0,0,1,0.9868133068084717
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi,0,98,0,0.9164084792137146
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi,0,98,0,0.9984536170959473
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi,0,98,0,0.9974520802497864
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,0,98,0,0.999002993106842
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi,0,0,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi,0,0,1,0.9999911785125732
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi,0,0,1,0.999600350856781
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi,0,12,0,0.6396268606185913
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi,0,0,1,0.999160647392273
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi,0,0,1,0.8440758585929871
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi,0,0,1,0.9365450739860535
ApplyLipstick/v_ApplyLipstick_g08_c01.avi,1,1,1,0.9091852903366089
ApplyLipstick/v_ApplyLipstick_g08_c02.avi,1,1,1,0.7071400880813599
ApplyLipstick/v_ApplyLipstick_g08_c03.avi,1,77,0,0.9942382574081421
ApplyLipstick/v_ApplyLipstick_g08_c04.avi,1,77,0,0.8825750946998596
ApplyLipstick/v_ApplyLipstick_g10_c01.avi,1,1,1,0.9996370077133179
ApplyLipstick/v_ApplyLipstick_g10_c02.avi,1,1,1,1.0
ApplyLipstick/v_ApplyLipstick_g10_c03.avi,1,1,1,0.9999121427536011
ApplyLipstick/v_ApplyLipstick_g10_c04.avi,1,1,1,0.9885510802268982
ApplyLipstick/v_ApplyLipstick_g11_c01.avi,1,1,1,0.9569017887115479
ApplyLipstick/v_ApplyLipstick_g11_c02.avi,1,0,0,0.35039064288139343
ApplyLipstick/v_ApplyLipstick_g11_c03.avi,1,77,0,0.8742563724517822
ApplyLipstick/v_ApplyLipstick_g11_c04.avi,1,0,0,0.49950718879699707
ApplyLipstick/v_ApplyLipstick_g12_c01.avi,1,1,1,0.9994879961013794
ApplyLipstick/v_ApplyLipstick_g12_c02.avi,1,0,0,0.8715503215789795
ApplyLipstick/v_ApplyLipstick_g12_c03.avi,1,0,0,0.9125962257385254
ApplyLipstick/v_ApplyLipstick_g12_c04.avi,1,1,1,0.9805992841720581
ApplyLipstick/v_ApplyLipstick_g12_c05.avi,1,1,1,0.8360109329223633
ApplyLipstick/v_ApplyLipstick_g14_c01.avi,1,1,1,0.9999806880950928
ApplyLipstick/v_ApplyLipstick_g14_c02.avi,1,1,1,0.9998698234558105
ApplyLipstick/v_ApplyLipstick_g14_c03.avi,1,19,0,0.9992398023605347
ApplyLipstick/v_ApplyLipstick_g14_c04.avi,1,1,1,0.8530632853507996
ApplyLipstick/v_ApplyLipstick_g16_c01.avi,1,0,0,0.5679929256439209
ApplyLipstick/v_ApplyLipstick_g16_c02.avi,1,0,0,0.9536663889884949
ApplyLipstick/v_ApplyLipstick_g16_c03.avi,1,1,1,0.9982885718345642
ApplyLipstick/v_ApplyLipstick_g16_c04.avi,1,0,0,0.9113765954971313
ApplyLipstick/v_ApplyLipstick_g16_c05.avi,1,0,0,0.6571979522705078
ApplyLipstick/v_ApplyLipstick_g17_c01.avi,1,1,1,0.9805727601051331
ApplyLipstick/v_ApplyLipstick_g17_c02.avi,1,0,0,0.9149290919303894
